交易日期,证券简称,证券代码,成交价格(元),成交金额(万元),成交量(手),买入营业部,卖出营业部,是否专场
2024-12-19,医药ETF,512010,0.37,295.2,800,华泰证券股份有限公司上海浦东新区世纪大道证券营业部,中信证券股份有限公司上海分公司,否
2024-12-19,医药ETF,512010,0.37,290.18,786.4,华泰证券股份有限公司上海浦东新区世纪大道证券营业部,广发证券股份有限公司上海浦东新区东方路证券营业部,否
2024-12-19,医药ETF,512010,0.37,147.6,400,华泰证券股份有限公司苏州干将西路证券营业部,中信证券股份有限公司上海分公司,否
2024-12-19,医疗ETF,512170,0.34,169,500,华泰证券股份有限公司上海浦东新区世纪大道证券营业部,中国国际金融股份有限公司北京建国门外大街证券营业部,否
2024-12-19,医疗ETF,512170,0.34,169,500,华泰证券股份有限公司苏州干将西路证券营业部,中国国际金融股份有限公司北京建国门外大街证券营业部,否
2024-12-19,医疗ETF,512170,0.34,169,500,国信证券股份有限公司深圳泰然九路证券营业部,中国国际金融股份有限公司北京建国门外大街证券营业部,否
2024-12-18,证券ETF,512880,1.2,240.4,200,中国中金财富证券有限公司总部,中国国际金融股份有限公司北京建国门外大街证券营业部,否
2024-12-18,酒ETF,512690,0.63,1191.87,1879.92,国泰君安证券股份有限公司总部,广发证券股份有限公司上海浦东新区东方路证券营业部,否
2024-12-18,酒ETF,512690,0.63,139.48,220,中国国际金融股份有限公司北京建国门外大街证券营业部,国联证券股份有限公司总部,否
2024-12-12,证券ETF,512880,1.26,1259,1000,中国国际金融股份有限公司北京建国门外大街证券营业部,国信证券股份有限公司深圳泰然九路证券营业部,否
2024-12-12,券商ETF,512000,1.2,601,500,华泰证券股份有限公司总部,申万宏源证券有限公司证券投资总部,否
2024-12-12,H股ETF,510900,0.97,482.5,500,中国国际金融股份有限公司北京建国门外大街证券营业部,兴业证券股份有限公司重庆分公司,否
2024-12-12,医药ETF,512010,0.39,770,2000,华泰证券股份有限公司总部,申万宏源证券有限公司证券投资总部,否
2024-12-12,医疗ETF,512170,0.36,644.4,1800,华泰证券股份有限公司上海浦东新区世纪大道证券营业部,中信证券股份有限公司上海分公司,否
2024-12-12,医疗ETF,512170,0.36,250.6,700,国信证券股份有限公司深圳泰然九路证券营业部,中信证券股份有限公司上海分公司,否
2024-12-11,酒ETF,512690,0.65,130.6,200,广发证券股份有限公司上海浦东新区东方路证券营业部,国泰君安证券股份有限公司总部,否
2024-12-10,银行ETF,512800,1.44,4329,3000,东方财富证券股份有限公司证券投资部,申万宏源证券有限公司证券投资总部,否
2024-12-10,光伏ETF,515790,0.82,539.22,660,中国国际金融股份有限公司北京建国门外大街证券营业部,华泰证券股份有限公司北京雍和宫证券营业部,否
2024-12-09,酒ETF,512690,0.63,253.6,400,国信证券股份有限公司深圳泰然九路证券营业部,中信证券股份有限公司大连分公司,否
2024-12-06,短融ETF,511360,100,380,3.8,浙商证券股份有限公司上海浦东杨高南路证券营业部,浙商证券股份有限公司上海浦东杨高南路证券营业部,否
2024-12-06,酒ETF,512690,0.64,256,400,中信证券股份有限公司大连分公司,中国中金财富证券有限公司福州五四路证券营业部,否
2024-12-06,医药ETF,512010,0.38,152.8,400,华泰证券股份有限公司苏州干将西路证券营业部,国信证券股份有限公司北京分公司,否
2024-12-05,医药ETF,512010,0.37,149.2,400,国信证券股份有限公司北京分公司,兴业证券股份有限公司福州鳌峰路证券营业部,否
2024-12-04,300ETF,510300,4.42,565.76,128,华泰证券股份有限公司郑州经三路证券营业部,申万宏源证券有限公司郑州花园路证券营业部,否
2024-12-04,银行ETF,512800,1.41,5068.8,3600,东方财富证券股份有限公司证券投资部,中信证券股份有限公司总部(非营业场所),否
2024-12-04,证券ETF,512880,1.21,1499.29,1235,国联证券股份有限公司总部,中信证券股份有限公司总部(非营业场所),否
2024-12-04,酒ETF,512690,0.63,277.64,440,浙商证券股份有限公司上海第一分公司,国投证券股份有限公司总部,否
2024-12-03,券商ETF,512000,1.18,235,200,国新证券股份有限公司福州五一路证券营业部,兴业证券股份有限公司上海锦康路证券营业部,否
2024-12-03,光伏ETF,515790,0.85,425,500,中国国际金融股份有限公司北京建国门外大街证券营业部,中国中金财富证券有限公司福州五四路证券营业部,否
2024-12-03,医药ETF,512010,0.38,202.39,534,华泰证券股份有限公司苏州干将西路证券营业部,中国国际金融股份有限公司北京建国门外大街证券营业部,否
2024-12-03,医疗ETF,512170,0.35,810.25,2335,国信证券股份有限公司深圳泰然九路证券营业部,中国国际金融股份有限公司北京建国门外大街证券营业部,否
2024-12-03,医疗ETF,512170,0.35,347,1000,华泰证券股份有限公司苏州干将西路证券营业部,兴业证券股份有限公司上海锦康路证券营业部,否
2024-11-29,医药ETF,512010,0.38,113.1,300,华泰证券股份有限公司苏州干将西路证券营业部,兴业证券股份有限公司福州鳌峰路证券营业部,否
2024-11-26,医药ETF,512010,0.37,1180.12,3189.5,中国银河证券股份有限公司总部,中国国际金融股份有限公司北京建国门外大街证券营业部,否
2024-11-26,医药ETF,512010,0.37,370,1000,广发证券股份有限公司福州儒江西路证券营业部,中国国际金融股份有限公司北京建国门外大街证券营业部,否
2024-11-26,医药ETF,512010,0.37,259,700,广发证券股份有限公司福州儒江西路证券营业部,中国国际金融股份有限公司北京建国门外大街证券营业部,否
2024-11-26,医药ETF,512010,0.37,111,300,中国银河证券股份有限公司总部,华泰证券股份有限公司上海浦东新区世纪大道证券营业部,否
2024-11-26,医药ETF,512010,0.37,88.99,240.5,中国银河证券股份有限公司总部,中国国际金融股份有限公司北京建国门外大街证券营业部,否
2024-11-26,医药ETF,512010,0.37,74,200,中国银河证券股份有限公司总部,华泰证券股份有限公司北京雍和宫证券营业部,否
2024-11-26,医疗ETF,512170,0.33,99.9,300,中国银河证券股份有限公司总部,兴业证券股份有限公司福州湖东路证券营业部,否
2024-11-25,酒ETF,512690,0.62,311,500,华泰证券股份有限公司总部,国投证券股份有限公司总部,否
2024-11-25,医疗ETF,512170,0.33,334,1000,华泰证券股份有限公司苏州干将西路证券营业部,中国国际金融股份有限公司北京建国门外大街证券营业部,否
2024-11-22,证券ETF,512880,1.18,472,400,中国中金财富证券有限公司福州五四路证券营业部,中国国际金融股份有限公司北京建国门外大街证券营业部,否
2024-11-22,医疗ETF,512170,0.34,167.5,500,广发证券股份有限公司福州儒江西路证券营业部,国联证券股份有限公司总部,否
2024-11-21,医疗ETF,512170,0.35,175,500,广发证券股份有限公司福州儒江西路证券营业部,国联证券股份有限公司总部,否
2024-11-20,标普ETF,513650,1.56,2184,1400,瑞银证券有限责任公司上海花园石桥路证券营业部,华宝证券股份有限公司上海东大名路证券营业部,否
2024-11-20,医疗ETF,512170,0.35,354,1000,国联证券股份有限公司总部,中国国际金融股份有限公司北京建国门外大街证券营业部,否
2024-11-19,证券ETF,512880,1.23,490,400,中国中金财富证券有限公司总部,中国国际金融股份有限公司北京建国门外大街证券营业部,否
2024-11-18,医疗ETF,512170,0.34,793.1,2319,兴业证券股份有限公司上海锦康路证券营业部,华泰证券股份有限公司苏州干将西路证券营业部,否
2024-11-18,医疗ETF,512170,0.34,153.9,450,兴业证券股份有限公司上海锦康路证券营业部,华泰证券股份有限公司上海浦东新区世纪大道证券营业部,否
2024-11-14,银行ETF,512800,1.39,3000,2164.5,国投证券股份有限公司总部,中信证券股份有限公司总部(非营业场所),否
2024-11-14,医药ETF,512010,0.39,78,200,中国中金财富证券有限公司福州五四路证券营业部,中国国际金融股份有限公司北京建国门外大街证券营业部,否
2024-11-14,医疗ETF,512170,0.36,356,1000,兴业证券股份有限公司福州鳌峰路证券营业部,中国国际金融股份有限公司北京建国门外大街证券营业部,否
2024-11-13,标普ETF,513650,1.55,1320.9,850,瑞银证券有限责任公司上海花园石桥路证券营业部,华宝证券股份有限公司上海东大名路证券营业部,否
2024-11-13,证券ETF,512880,1.29,643,500,华泰证券股份有限公司总部,申万宏源证券有限公司证券投资总部,否
2024-11-13,酒ETF,512690,0.67,133.8,200,国泰君安证券股份有限公司总部,国泰君安证券股份有限公司成都双庆路证券营业部,否
2024-11-13,医药ETF,512010,0.4,199.5,500,国泰君安证券股份有限公司成都双庆路证券营业部,国泰君安证券股份有限公司总部,否
2024-11-13,医药ETF,512010,0.4,119.7,300,中国国际金融股份有限公司北京建国门外大街证券营业部,广发证券股份有限公司汕头梅溪东路证券营业部,否
2024-11-12,医药ETF,512010,0.4,361.8,900,兴业证券股份有限公司福州鳌峰路证券营业部,中国国际金融股份有限公司北京建国门外大街证券营业部,否
2024-11-11,酒ETF,512690,0.67,268,400,中国中金财富证券有限公司福州五四路证券营业部,中国国际金融股份有限公司北京建国门外大街证券营业部,否
2024-11-11,医药ETF,512010,0.4,555.8,1400,浙商证券股份有限公司上海第一分公司,中国国际金融股份有限公司北京建国门外大街证券营业部,否
2024-11-07,酒ETF,512690,0.7,140,200,中国中金财富证券有限公司福州五四路证券营业部,中国国际金融股份有限公司北京建国门外大街证券营业部,否
2024-11-05,标普ETF,513650,1.46,2488.8,1700,瑞银证券有限责任公司上海花园石桥路证券营业部,华宝证券股份有限公司上海东大名路证券营业部,否
2024-11-05,纳指ETF,513100,1.44,575.6,400,瑞银证券有限责任公司上海花园石桥路证券营业部,华宝证券股份有限公司上海东大名路证券营业部,否
2024-11-01,转债ETF,511380,11.04,220.8,20,机构专用,国融证券股份有限公司杭州江汉路证券营业部,否
2024-11-01,50ETF,510050,2.76,9523.38,3448,财通证券股份有限公司义乌江滨西路证券营业部,中国国际金融股份有限公司北京建国门外大街证券营业部,否
2024-11-01,酒ETF,512690,0.62,311.5,500,广发证券股份有限公司总部,国信证券股份有限公司深圳泰然九路证券营业部,否
2024-11-01,医药ETF,512010,0.37,74.2,200,中国银河证券股份有限公司总部,兴业证券股份有限公司福州湖东路证券营业部,否
2024-10-31,光伏ETF,515790,0.91,273,300,中国中金财富证券有限公司福州五四路证券营业部,中国国际金融股份有限公司北京建国门外大街证券营业部,否
2024-10-31,数字ETF,560800,0.72,202.16,280,财达证券股份有限公司深圳分公司,太平洋证券股份有限公司成都分公司,否
2024-10-30,光伏ETF,515790,0.88,176,200,中国中金财富证券有限公司福州五四路证券营业部,中国国际金融股份有限公司北京建国门外大街证券营业部,否
2024-10-30,医药ETF,512010,0.37,74.6,200,兴业证券股份有限公司福州鳌峰路证券营业部,中国国际金融股份有限公司北京建国门外大街证券营业部,否
2024-10-29,医药ETF,512010,0.38,302.4,800,兴业证券股份有限公司福州鳌峰路证券营业部,中国国际金融股份有限公司北京建国门外大街证券营业部,否
2024-10-29,医药ETF,512010,0.38,113.4,300,中国银河证券股份有限公司总部,兴业证券股份有限公司福州湖东路证券营业部,否
2024-10-24,225ETF,513000,1.38,1240.2,900,瑞银证券有限责任公司上海花园石桥路证券营业部,华宝证券股份有限公司上海东大名路证券营业部,否
2024-10-24,医疗ETF,512170,0.34,170,500,华泰证券股份有限公司南京大光路证券营业部,中国国际金融股份有限公司北京建国门外大街证券营业部,否
2024-10-22,地产ETF,512200,1.52,762,500,华泰证券股份有限公司南京大光路证券营业部,中国国际金融股份有限公司北京建国门外大街证券营业部,否
2024-10-21,光伏ETF,515790,0.8,400,500,华泰证券股份有限公司北京雍和宫证券营业部,中国国际金融股份有限公司北京建国门外大街证券营业部,否
2024-10-17,芯片ETF,512760,0.98,1730.16,1765.47,国信证券股份有限公司深圳泰然九路证券营业部,中国国际金融股份有限公司北京建国门外大街证券营业部,否
2024-10-17,光伏ETF,515790,0.74,221.7,300,华泰证券股份有限公司北京月坛南街证券营业部,中国国际金融股份有限公司北京建国门外大街证券营业部,否
2024-10-17,医药ETF,512010,0.36,216,600,华泰证券股份有限公司北京月坛南街证券营业部,中国国际金融股份有限公司北京建国门外大街证券营业部,否
2024-10-16,300ETF,510300,3.91,23436,6000,财通证券股份有限公司义乌江滨西路证券营业部,华泰证券股份有限公司总部,否
2024-10-16,50ETF,510050,2.75,11016,4000,财通证券股份有限公司义乌江滨西路证券营业部,华泰证券股份有限公司总部,否
2024-10-16,1000ETF,512100,2.24,15194.77,6771.29,财通证券股份有限公司义乌江滨西路证券营业部,广发证券股份有限公司总部,否
2024-10-16,证券ETF,512880,1.12,15666,14000,中信证券股份有限公司上海分公司,国泰君安证券股份有限公司总部,否
2024-10-16,证券ETF,512880,1.09,1094,1000,华泰证券股份有限公司上海浦东新区世纪大道证券营业部,中国国际金融股份有限公司北京建国门外大街证券营业部,否
2024-10-16,证券ETF,512880,1.09,328.2,300,华泰证券股份有限公司苏州干将西路证券营业部,中国国际金融股份有限公司北京建国门外大街证券营业部,否
2024-10-16,军工ETF,512660,0.99,246.75,250,中信证券股份有限公司泉州温陵北路证券营业部,中国国际金融股份有限公司北京建国门外大街证券营业部,否
2024-10-16,光伏ETF,515790,0.75,234.48,312.64,机构专用,瑞银证券有限责任公司上海花园石桥路证券营业部,否
2024-10-15,医药ETF,512010,0.37,259,700,兴业证券股份有限公司福州湖东路证券营业部,中国银河证券股份有限公司总部,否
2024-10-15,医药ETF,512010,0.37,259,700,华泰证券股份有限公司上海浦东新区世纪大道证券营业部,中国银河证券股份有限公司总部,否
2024-10-15,医药ETF,512010,0.37,222,600,东方证券股份有限公司公司总部,兴业证券股份有限公司福州湖东路证券营业部,否
2024-10-15,医药ETF,512010,0.37,111,300,华泰证券股份有限公司深圳后海中心路证券营业部,中国银河证券股份有限公司总部,否
2024-10-14,医药ETF,512010,0.38,114.6,300,兴业证券股份有限公司福州湖东路证券营业部,中国银河证券股份有限公司总部,否
